epoch,train_loss,val_loss,val_acc,lr
1,2.1286592864265006,2.0923540339325415,0.21236607142857142,0.001
2,2.0835098884858105,2.077316313078909,0.2177827380952381,0.001
3,2.073222717858086,2.070602323069717,0.21933035714285715,0.001
4,2.0679834695823294,2.0673109581976226,0.2226190476190476,0.001
5,2.0644733760746714,2.064568133065195,0.2220386904761905,0.001
6,2.0623097048059615,2.0644602450457485,0.22498511904761906,0.001
7,2.06063834252013,2.061669039003777,0.2238392857142857,0.001
8,2.059028122361622,2.059779672911673,0.22361607142857143,0.001
9,2.057201470712292,2.058635693607908,0.2257142857142857,0.001
10,2.0559646639080555,2.058035875811721,0.2266517857142857,0.001
11,2.054756159111574,2.0572519266244136,0.22668154761904763,0.001
12,2.0542003741282473,2.0582256822875054,0.2277529761904762,0.001
13,2.053398474087733,2.0557110526344995,0.22797619047619047,0.001
14,2.052467619058297,2.0552372860186026,0.2284672619047619,0.001
15,2.0517944210835735,2.0561857079014634,0.22644345238095237,0.001
16,2.0507443776148806,2.0541446750814263,0.22866071428571427,0.001
17,2.0501524486469225,2.0540463346423525,0.22760416666666666,0.001
18,2.049675574320804,2.054581009980404,0.22668154761904763,0.001
19,2.0492968264641416,2.054443688103647,0.2290327380952381,0.001
20,2.04896516491705,2.053312489480683,0.2283779761904762,0.001
21,2.0481438990328247,2.0531257101983735,0.22788690476190476,0.001
22,2.0481983133141983,2.0534473585359976,0.2309672619047619,0.001
23,2.047767534908686,2.052030845121904,0.22950892857142857,0.001
24,2.0472948945520497,2.0517123142878213,0.23032738095238095,0.001
25,2.0469435167856544,2.051489743319425,0.2284970238095238,0.001
26,2.0466208022810206,2.050888935724894,0.22970238095238096,0.001
27,2.046088591274653,2.054719245795048,0.22702380952380952,0.001
28,2.0457722048342455,2.050567276550062,0.2296875,0.001
29,2.045633089859676,2.051282842954,0.22995535714285714,0.001
30,2.044855372080785,2.050202712868199,0.2303422619047619,0.001
